PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,SOORT DIPLOMA,2011 MAN,2011 VROUW,2012 MAN,2012 VROUW,2013 MAN,2013 VROUW,2014 MAN,2014 VROUW,2015 MAN,2015 VROUW
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60328,M Public Policy and Human Development,voltijd onderwijs,master,wo master,34,68,43,61,28,46,40,47,39,61
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60377,M European Studies (research),voltijd onderwijs,master,wo master,2,5,4,4,1,7,4,6,6,6
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60465,M Globalisation and Development Studies,voltijd onderwijs,master,wo master,3,8,5,20,11,24,7,20,5,25
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66604,M Psychology,voltijd onderwijs,master,wo master,80,195,49,195,48,197,72,248,71,213
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),69303,M European Studies,voltijd onderwijs,master,wo master,29,37,44,35,30,37,32,40,31,42
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),69305,M Forensic Psychology,voltijd onderwijs,master,wo master,3,17,2,16,2,22,0,21,2,21
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),69315,M Sustainability Science and Policy,voltijd onderwijs,master,wo master,4,4,7,13,9,9,1,3,11,21
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),6551,Geneeskunde,voltijd onderwijs,beroepsfase,wo ongedeelde opleiding,1,3,0,0,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),6551,Geneeskunde,voltijd onderwijs,initiï¿½le opleiding,wo ongedeelde opleiding,1,0,0,0,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),50296,B European Public Health,voltijd onderwijs,bachelor,wo bachelor,8,32,8,43,16,59,12,43,28,40
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56551,B Geneeskunde,voltijd onderwijs,bachelor,wo bachelor,130,250,128,201,131,199,105,223,108,212
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56553,B Gezondheidswetenschappen,voltijd onderwijs,bachelor,wo bachelor,48,158,30,133,49,129,32,146,34,176
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),56990,B Biomedische Wetenschappen,voltijd onderwijs,bachelor,wo bachelor,24,30,44,49,66,96,54,74,65,68
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,deeltijd onderwijs,master,wo master,4,8,0,9,0,4,0,3,1,2
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60006,M Mental Health,voltijd onderwijs,master,wo master,4,46,6,35,4,37,5,76,11,58
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",deeltijd onderwijs,master,wo master,0,0,0,0,0,0,2,0,0,1
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60007,"M Work, Health and Career",voltijd onderwijs,master,wo master,0,0,0,0,1,9,3,11,1,12
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,deeltijd onderwijs,master,wo master,0,0,0,0,0,1,2,1,2,2
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60011,M Epidemiology,voltijd onderwijs,master,wo master,0,0,2,4,3,9,6,5,3,7
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,deeltijd onderwijs,master,wo master,6,7,3,1,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60117,M Physical Activity and Health,voltijd onderwijs,master,wo master,23,22,1,6,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60120,M Health Sciences (research),voltijd onderwijs,master,wo master,2,7,3,10,1,8,3,7,4,6
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60121,M Cognitive and Clinical Neuroscience (research),voltijd onderwijs,master,wo master,14,35,21,41,25,48,23,51,27,56
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,deeltijd onderwijs,master,wo master,8,22,6,12,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60296,M Public Health,voltijd onderwijs,master,wo master,28,71,6,7,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60314,M Cardiovascular Biology and Medicine (research),voltijd onderwijs,master,wo master,6,1,0,0,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60363,M Nutrition and Metabolism: fundamental and clinical aspects (research),voltijd onderwijs,master,wo master,1,4,1,0,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60379,M Governance and Leadership in European Public Health,voltijd onderwijs,master,wo master,7,15,6,15,4,10,5,5,5,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",deeltijd onderwijs,master,wo master,0,0,0,0,5,7,2,5,3,12
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60460,"M Healthcare Policy, Innovation and Management",voltijd onderwijs,master,wo master,0,0,7,33,11,26,18,39,23,44
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,deeltijd onderwijs,master,wo master,0,0,0,1,0,4,0,3,1,9
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60461,M Health Education and Promotion,voltijd onderwijs,master,wo master,0,0,3,20,1,24,4,37,3,32
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,deeltijd onderwijs,master,wo master,0,0,0,0,1,3,5,3,3,5
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60462,M Bewegingswetenschappen,voltijd onderwijs,master,wo master,0,0,11,15,10,14,34,12,17,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,deeltijd onderwijs,master,wo master,0,0,0,0,0,0,1,0,0,1
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60463,M Sports and Physical Activity Interventions,voltijd onderwijs,master,wo master,0,0,2,11,6,7,1,2,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),60512,M Health Food Innovation Management,voltijd onderwijs,master,wo master,2,13,9,20,4,16,7,31,11,29
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,wo master,112,213,96,202,82,205,104,184,100,180
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66585,M Arts - Klinisch Onderzoeker,voltijd onderwijs,master,wo master,9,16,11,18,9,13,11,24,19,23
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,gezondheidszorg,n.v.t. (gezondheidszorg),66902,M Global Health,voltijd onderwijs,master,wo master,8,35,4,27,13,48,10,44,18,56
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,natuur,n.v.t. (natuur),50300,B Kennistechnologie,voltijd onderwijs,bachelor,wo bachelor,14,5,15,0,9,3,14,4,25,5
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),50017,B European Law School,voltijd onderwijs,bachelor,wo bachelor,45,99,48,93,47,80,58,93,69,100
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,deeltijd onderwijs,bachelor,wo bachelor,1,1,1,0,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,voltijd onderwijs,bachelor,wo bachelor,38,118,44,84,34,66,36,72,20,51
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),56827,B Fiscaal Recht,voltijd onderwijs,bachelor,wo bachelor,29,21,27,18,19,22,22,13,24,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),60017,M European Law School,voltijd onderwijs,master,wo master,37,42,21,42,24,40,29,40,36,42
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),60168,M International Laws,voltijd onderwijs,master,wo master,5,19,5,16,6,12,1,14,7,6
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),60169,M Recht en Arbeid,voltijd onderwijs,master,wo master,10,31,10,29,9,25,6,22,11,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),60170,M Globalisation and Law,voltijd onderwijs,master,wo master,26,40,27,54,46,81,37,78,49,71
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),60171,"M Forensica, Criminologie en Rechtspleging",voltijd onderwijs,master,wo master,17,43,15,40,8,57,18,58,14,55
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),60459,M International and European Tax Law,voltijd onderwijs,master,wo master,12,11,12,16,13,19,18,17,34,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),66451,M Nederlands recht,voltijd onderwijs,master,wo master,61,89,37,66,42,76,32,54,21,45
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,recht,n.v.t. (recht),66827,M Fiscaal Recht,voltijd onderwijs,master,wo master,39,37,23,14,32,16,35,23,33,20
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,sectoroverstijgend,sectoroverstijgend,50393,B Liberal Arts and Sciences,voltijd onderwijs,bachelor,wo bachelor,77,115,54,90,74,106,76,143,82,149
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),50004,B Cultuurwetenschappen,voltijd onderwijs,bachelor,wo bachelor,31,99,22,78,26,65,33,65,27,74
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60002,"M European Studies on Society, Science and Technology",voltijd onderwijs,master,wo master,6,8,0,0,1,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60016,M Cultuur-en Wetenschapsstudies,voltijd onderwijs,master,wo master,10,15,3,1,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,voltijd onderwijs,master,wo master,0,0,10,30,10,37,10,82,14,65
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60113,M Mediacultuur,voltijd onderwijs,master,wo master,9,27,3,1,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60114,"M Cultuurbeleid,-beheer en -behoud",voltijd onderwijs,master,wo master,13,53,2,13,0,2,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60284,M Europese Studies,voltijd onderwijs,master,wo master,0,0,8,11,4,6,7,12,12,6
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60341,"M Cultures of Arts, Science and Technology (research)",voltijd onderwijs,master,wo master,6,6,2,6,0,0,0,0,0,0
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,wo master,0,0,0,0,6,2,1,3,4,6
Limburg,935,MAASTRICHT,reguliere inst.,21PJ,Universiteit Maastricht,taal en cultuur,n.v.t. (taal en cultuur),60830,M Mediastudies,voltijd onderwijs,master,wo master,0,0,3,18,2,10,2,14,3,14
Noord-Brabant,758,BREDA,reguliere inst.,21UI,NHTV Internationale Hogeschool Breda,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),50756,B Vrijetijdwetenschappen,voltijd onderwijs,bachelor,wo bachelor,2,5,5,6,2,12,1,3,3,9
Noord-Brabant,758,BREDA,reguliere inst.,21UI,NHTV Internationale Hogeschool Breda,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60078,M Leisure Studies,voltijd onderwijs,master,wo master,0,0,0,0,0,0,4,10,5,11
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,onderwijs,universitaire lerarenopleidingen,68404,M Science Education and Communication,deeltijd onderwijs,master,wo postmaster,8,1,2,0,0,0,0,0,2,1
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,onderwijs,universitaire lerarenopleidingen,68404,M Science Education and Communication,voltijd onderwijs,master,wo postmaster,13,4,5,3,17,7,4,3,12,9
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),50441,B Industrial Design,voltijd onderwijs,bachelor,wo bachelor,65,26,54,27,61,31,52,28,61,56
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56226,B Biomedische Technologie,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,0,0,1,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56226,B Biomedische Technologie,voltijd onderwijs,bachelor,wo bachelor,50,27,26,36,46,23,41,39,50,51
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56265,B Technische Innovatiewetenschappen,deeltijd onderwijs,bachelor,wo bachelor,0,0,0,0,0,0,0,0,1,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56265,B Technische Innovatiewetenschappen,voltijd onderwijs,bachelor,wo bachelor,23,8,20,8,14,11,36,12,25,21
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56951,B Bouwkunde,deeltijd onderwijs,bachelor,wo bachelor,0,0,1,0,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56951,B Bouwkunde,voltijd onderwijs,bachelor,wo bachelor,175,64,153,71,135,64,104,58,87,51
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56953,B Electrical Engineering,voltijd onderwijs,bachelor,wo bachelor,55,6,42,0,32,2,56,2,67,6
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56960,B Scheikundige Technologie,voltijd onderwijs,bachelor,wo bachelor,43,7,24,7,29,9,42,6,50,15
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56962,B Technische Natuurkunde,voltijd onderwijs,bachelor,wo bachelor,50,7,43,2,52,5,43,4,53,7
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56964,B Technische Informatica,voltijd onderwijs,bachelor,wo bachelor,50,2,37,5,46,2,57,3,55,5
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56965,B Technische Wiskunde,voltijd onderwijs,bachelor,wo bachelor,8,7,21,6,13,5,17,5,25,10
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56966,B Werktuigbouwkunde,voltijd onderwijs,bachelor,wo bachelor,138,7,109,6,118,10,144,9,119,12
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),56994,B Technische Bedrijfskunde,voltijd onderwijs,bachelor,wo bachelor,100,22,88,28,88,20,115,36,136,42
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60331,M Embedded Systems,voltijd onderwijs,master,wo master,28,2,37,2,30,2,23,3,43,8
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60337,M Construction Management and Engineering,voltijd onderwijs,master,wo master,13,8,19,8,13,4,27,9,25,13
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60344,M Medical Engineering,voltijd onderwijs,master,wo master,11,9,10,8,9,5,11,5,11,11
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60347,M Industrial and Applied Mathematics,voltijd onderwijs,master,wo master,11,3,13,2,11,8,14,6,21,5
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60353,M Electrical Engineering,deeltijd onderwijs,master,wo master,0,0,0,0,0,0,2,0,2,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60353,M Electrical Engineering,voltijd onderwijs,master,wo master,51,9,49,4,63,4,79,13,82,18
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60359,M Systems and Control,voltijd onderwijs,master,wo master,23,2,6,2,8,2,12,1,19,1
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60428,M Automotive Technology,voltijd onderwijs,master,wo master,11,1,21,1,21,0,21,0,34,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60430,M Innovation Management,deeltijd onderwijs,master,wo master,1,0,0,0,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60430,M Innovation Management,voltijd onderwijs,master,wo master,49,9,46,2,60,7,54,9,58,8
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60431,M Human-technology Interaction,deeltijd onderwijs,master,wo master,0,1,0,0,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60431,M Human-technology Interaction,voltijd onderwijs,master,wo master,16,17,7,9,11,6,13,10,15,11
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60432,M Business Information Systems,deeltijd onderwijs,master,wo master,1,0,0,0,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60432,M Business Information Systems,voltijd onderwijs,master,wo master,22,6,11,6,18,2,16,3,22,8
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60434,"M Architecture, Building and Planning",deeltijd onderwijs,master,wo master,2,1,1,0,0,0,1,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60434,"M Architecture, Building and Planning",voltijd onderwijs,master,wo master,150,52,178,61,170,77,210,82,232,81
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60436,M Applied Physics,voltijd onderwijs,master,wo master,47,3,52,5,36,8,36,2,35,3
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60437,M Chemical Engineering,deeltijd onderwijs,master,wo master,4,0,0,0,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60437,M Chemical Engineering,duaal onderwijs,master,wo master,0,0,1,0,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60437,M Chemical Engineering,voltijd onderwijs,master,wo master,56,11,48,12,53,13,56,12,43,10
Noord-Brabant,772,EINDHOVEN,reguliere inst.,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60438,M Computer Science and Engineering,deeltijd onderwijs,master,wo master,1,0,0,0,0,0,0,0,0,0
